reward,actions,episodes,losses,q_values,epsilone
2.140627953743172,5,33,3.2237818,0.9065418,0.1
2.3201927884341202,2,33,9.91833,0.9031966,0.1
-4.0,3,33,5.338751,0.89317524,0.1
2.3201927884341202,2,33,3.2864313,0.8729089,0.1
3.300975890892825,2,33,5.438391,0.92303705,0.1
-4.0,2,33,5.119087,0.9231553,0.1
-4.0,5,33,2.5842285,0.9543555,0.1
2.3201927884341202,3,33,5.3128214,0.94398737,0.1
-4.0,2,33,4.8666363,0.9215218,0.1
2.3201927884341202,3,33,4.296057,0.8935912,0.1
-4.0,2,33,7.9725266,0.8809048,0.1
2.3201927884341202,3,33,10.163967,0.94926,0.1
-4.0,2,33,1.855011,0.82820714,0.1
2.3201927884341202,3,33,3.5788426,0.9227255,0.1
-4.0,2,33,3.2479286,0.8824651,0.1
2.3201927884341202,3,33,3.3265238,0.88269776,0.1
3.300975890892825,4,33,10.223543,0.8271136,0.1
-4.0,3,33,3.9533396,0.9259741,0.1
-4.0,3,33,3.2694678,0.8533349,0.1
2.3201927884341202,2,33,7.215307,0.91300213,0.1
3.300975890892825,2,33,4.4440155,0.8788725,0.1
1.0,5,34,8.044611,0.88405395,0.1
1.0,5,34,5.5545406,0.8663728,0.1
1.0,5,34,4.0164704,0.8775132,0.1
1.0,2,34,2.9245257,0.92130977,0.1
1.0,2,34,2.3686175,0.90275425,0.1
2.0787010391751304,2,34,2.1641521,0.90678364,0.1
-4.0,2,34,2.7827623,0.8972661,0.1
2.0787010391751304,5,34,6.9740896,0.9238353,0.1
-4.0,2,34,4.7348804,0.92131734,0.1
2.0787010391751304,5,34,5.023878,0.943442,0.1
2.140627953743172,5,34,3.9874873,0.91525024,0.1
2.3201927884341202,3,34,5.428431,0.9410031,0.1
3.300975890892825,5,34,2.5428886,0.90424037,0.1
-4.0,5,34,2.5589972,0.85816383,0.1
-4.0,5,34,2.2699575,0.9241532,0.1
-4.0,0,34,5.273129,0.94403124,0.1
2.140627953743172,4,34,3.8838708,0.8976834,0.1
2.3201927884341202,3,34,2.1367636,0.8434683,0.1
-4.0,2,34,3.563252,0.9252727,0.1
2.3201927884341202,3,34,4.703717,0.93847966,0.1
-4.0,2,34,3.7302017,0.8998419,0.1
2.3201927884341202,3,34,3.7312582,0.8719317,0.1
-4.0,2,34,7.711001,0.9260192,0.1
2.3201927884341202,3,34,5.646324,0.8787849,0.1
-4.0,2,34,3.291198,0.9245053,0.1
2.3201927884341202,3,34,4.405609,0.8984312,0.1
-4.0,3,34,2.6494825,0.87535125,0.1
2.3201927884341202,2,34,4.0684752,0.88038766,0.1
-4.0,2,34,3.974567,0.8966073,0.1
2.3201927884341202,3,34,3.144915,0.93918693,0.1
-4.0,2,34,6.475854,0.9082025,0.1
2.3201927884341202,3,34,3.6724124,0.8669793,0.1
-4.0,2,34,5.634693,0.9023564,0.1
2.3201927884341202,4,34,5.322634,0.8849505,0.1
-4.0,5,34,2.3588614,0.878483,0.1
2.3201927884341202,3,34,7.2061176,0.9281437,0.1
-4.0,2,34,3.4091537,0.87287134,0.1
2.3201927884341202,3,34,3.329707,0.89475024,0.1
-4.0,2,34,6.2217975,0.8976376,0.1
2.3201927884341202,3,34,3.1304703,0.8776432,0.1
1.0,0,35,7.842695,0.8803169,0.1
1.0,3,35,4.970447,0.90535253,0.1
1.0,3,35,3.896587,0.8934088,0.1
1.0,4,35,3.0368884,0.8658825,0.1
1.0,0,35,6.344723,0.83242476,0.1
2.0787010391751304,4,35,5.0649695,0.9434921,0.1
2.140627953743172,4,35,2.9336493,0.93825096,0.1
2.3201927884341202,4,35,2.6960106,0.8927182,0.1
3.300975890892825,0,35,4.3858137,0.905009,0.1
-4.0,5,35,3.9918227,0.86014104,0.1
3.300975890892825,3,35,5.4382267,0.89480126,0.1
-4.0,2,35,6.9576054,0.8536391,0.1
3.300975890892825,3,35,6.2852745,0.9048127,0.1
13.182493960703473,4,35,3.9642425,0.9198241,0.1
1.0,5,36,2.6727142,0.89996445,0.1
1.0,5,36,3.027627,0.8901098,0.1
1.0,3,36,2.4818697,0.8884343,0.1
1.0,3,36,8.911911,0.84957093,0.1
1.0,3,36,4.45828,0.91429025,0.1
1.0,5,36,2.88276,0.9077693,0.1
1.0,5,36,2.8802276,0.9206353,0.1
1.0,5,36,3.1674848,0.91414195,0.1
1.0,5,36,2.1282783,0.9007632,0.1
1.0,5,36,3.203009,0.90278935,0.1
2.0787010391751304,5,36,2.9157972,0.90181255,0.1
2.140627953743172,3,36,3.605244,0.90138286,0.1
2.3201927884341202,3,36,3.7553194,0.91814196,0.1
3.300975890892825,3,36,2.7678847,0.90143126,0.1
-4.0,5,36,4.9561214,0.8879818,0.1
3.300975890892825,3,36,3.0398574,0.88830566,0.1
13.182493960703473,4,36,4.5859003,0.85912395,0.1
1.0,2,37,3.022328,0.86503893,0.1
1.0,5,37,4.1465797,0.8573164,0.1
1.0,2,37,2.8841105,0.90030086,0.1
1.0,1,37,2.2912877,0.9382666,0.1
1.0,2,37,3.4754355,0.9259949,0.1
2.0787010391751304,2,37,4.0716033,0.86977756,0.1
2.140627953743172,2,37,7.0531797,0.913953,0.1
2.3201927884341202,5,37,7.1346006,0.88496494,0.1
-4.0,2,37,2.7625837,0.8944527,0.1
2.3201927884341202,5,37,2.843339,0.9221412,0.1
-4.0,2,37,5.560663,0.90164995,0.1
2.3201927884341202,3,37,2.7343016,0.91669214,0.1
3.300975890892825,5,37,3.1335979,0.88262326,0.1
-4.0,2,37,6.430043,0.9117028,0.1
3.300975890892825,3,37,5.4780917,0.92042696,0.1
-4.0,5,37,3.656179,0.8990172,0.1
3.300975890892825,3,37,5.754792,0.91681397,0.1
13.182493960703473,4,37,4.9809823,0.92336786,0.1
1.0,4,38,2.9935305,0.8826339,0.1
1.0,4,38,5.2633605,0.91298634,0.1
